Hotel_Name,Property_type,Room_type,Bed_type,Min_nights,Max_nights,No_of_reviews,Accomodates,Bedrooms,Beds,Bathrooms,Price,Security_deposit,Cleaning_fee,Guests,Host_name,Host_location,Host_response,Host_total_listings,Street,Suburb,Gov_area,Market,Country,Coun_code,Longitude,Latitude,Availability_30,Availability_60,Availability_90,Availability_365,Accuracy_score,Clean_score,Checkin_score,Communication_score,Location_score,Value_score,Rating
Nani La 'Ao (A Beautiful Day) Upstairs Suite,Entire home/apt,Entire home/apt,Real Bed,3,25,18,2,1,1,1,72,100,12,2,Sherri,"Keaau, Hawaii, United States",100,2,"Keaau, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,-155.02503,19.56081,20,47,77,352,10,9,10,10,10,10,96
Sala e quarto em copacabana com cozinha americana,Entire home/apt,Entire home/apt,Real Bed,4,1125,0,3,1,1,1,298,0,0,1,Tamara,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.177948896979196,-22.963149303022142,0,0,0,0,0,0,0,0,0,0,0
Greenwich Fun and Luxury,Entire home/apt,Entire home/apt,Real Bed,5,1125,0,6,4,4,4,999,0,0,1,Craig,"Sydney, New South Wales, Australia",100,1,"Greenwich, NSW, Australia",Greenwich,Lane Cove,Sydney,Australia,AU,151.18563,-33.8289,30,60,90,365,0,0,0,0,0,0,0
Cheerful new renovated central apt,Entire home/apt,Entire home/apt,Real Bed,3,1125,77,8,3,4,1,264,0,0,4,Aybike,"Istanbul, İstanbul, Turkey",100,1,"Beyoğlu, İstanbul, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.97477,41.03735,18,29,51,326,9,9,10,10,9,9,94
Lovely ap at Leblon beach,Entire home/apt,Entire home/apt,Real Bed,3,1125,1,5,3,3,3,298,1000,160,1,Sonia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",80,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Leblon,Leblon,Rio De Janeiro,Brazil,BR,-43.22120070184858,-22.984162872106157,0,0,0,0,10,10,10,10,10,10,100
"Cozy, dreamy Mile End apartment",Private room,Private room,Real Bed,2,1125,0,2,1,1,1,30,0,20,1,Uma,"Toronto, Ontario, Canada",0,1,"Montréal, Québec, Canada",Le Plateau-Mont-Royal,Le Plateau-Mont-Royal,Montreal,Canada,CA,-73.60137,45.52517,0,0,0,0,0,0,0,0,0,0,0
Room For Erasmus,Private room,Private room,Real Bed,1,1125,1,2,2,2,1,37,0,0,1,Kemal,TR,100,1,"Şişli, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.06064,40.98837,30,60,90,365,0,0,0,0,0,0,0
Quarto Taquara - Jacarepaguá,Private room,Private room,Real Bed,2,1125,1,2,1,1,1,101,128,120,1,Luana,"Rio de Janeiro, Rio de Janeiro, Brazil",0,2,"Rio de Janeiro, Rio de Janeiro, Brazil",,Tanque,Rio De Janeiro,Brazil,BR,-43.37035220190699,-22.91636184358952,30,60,90,365,10,10,10,10,10,10,100
Ribeira Smart Flat,Entire home/apt,Entire home/apt,Real Bed,2,1124,132,6,3,3,1,80,700,20,2,Mathieu,"Porto, Porto District, Portugal",100,4,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.61602,41.14295,5,25,46,214,10,10,10,10,10,9,92
"Kadiköy, Moda, close to transports",Private room,Private room,Real Bed,1,1125,0,2,1,1,1,137,0,0,1,Bertille,FR,0,1,"Kadıköy, İstanbul, Turkey",Kadıköy,Kadikoy,Istanbul,Turkey,TR,29.02588,40.98825,0,0,0,0,0,0,0,0,0,0,0
Sun filled comfortable apartment,Entire home/apt,Entire home/apt,Real Bed,1,1125,2,2,1,1,1,85,0,15,1,Harry,"Potts Point, New South Wales, Australia",0,1,"Rushcutters Bay, NSW, Australia",Elizabeth Bay/Rushcutters Bay,Sydney,Sydney,Australia,AU,151.22559,-33.87604,0,0,0,0,10,10,10,10,10,10,100
BBC OPORTO 4X2,Entire home/apt,Entire home/apt,Real Bed,3,1125,71,8,4,8,2,100,0,0,1,Cristina,Madrid,100,3,"Porto, Porto District, Portugal",,Bonfim,Porto,Portugal,PT,-8.60069,41.16246,0,10,15,264,9,9,10,10,9,9,88
Best location 1BR Apt in HK - Shops & Sights,Entire home/apt,Entire home/apt,Real Bed,1,60,145,4,1,2,1,997,1000,380,2,Simon,Hong Kong,98,17,"Hong Kong, Kowloon, Hong Kong",Tsim Sha Tsui,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17088,22.29663,20,50,80,170,10,10,10,10,10,9,94
Suíte em local tranquilo e seguro,Private room,Private room,Real Bed,1,1125,0,1,1,1,1,101,400,100,1,Renato,Brazil,100,7,"Rio de Janeiro, Rio de Janeiro, Brazil",,Anil,Rio De Janeiro,Brazil,BR,-43.33496705036137,-22.948365490450556,22,52,82,357,0,0,0,0,0,0,0
March 2019 availability! Oceanview on Sugar Beach!,Entire home/apt,Entire home/apt,Real Bed,4,1125,19,4,1,3,1,229,0,95,1,Gage,US,100,1,"Kihei, HI, United States",Maui,Kihei-Makena,Maui,United States,US,-156.46881,20.78621,5,26,35,228,10,9,10,10,10,9,94
Cozy apartment 3 mins TAIWAI Subway,Entire home/apt,Entire home/apt,Real Bed,7,365,0,5,2,2,2,801,0,0,1,Naomi,Hong Kong,0,1,"Shatin , Hong Kong, Hong Kong",,Tsuen Wan,Hong Kong,Hong Kong,HK,114.12074,22.40547,0,0,0,0,0,0,0,0,0,0,0
(1) Beach Guest House - Go Make A Trip,Private room,Private room,Real Bed,1,1125,11,2,1,1,1,112,0,0,2,Rafael,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,8,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.353970672578306,-23.008991691724663,24,45,60,309,10,10,10,10,10,10,98
位於深水埗地鐵站的溫馨公寓,Private room,Private room,Real Bed,1,1125,18,4,1,2,1,353,0,50,1,Aaron,"Hong Kong, Hong Kong",0,28,"Sham Shui Po, Kowloon, Hong Kong",Sham Shui Po,Sham Shui Po,Hong Kong,Hong Kong,HK,114.16262,22.32733,30,60,90,365,8,7,8,7,8,8,71
Charming Spacious Park Slope Studio,Entire home/apt,Entire home/apt,Real Bed,3,1125,115,3,0,0,1,135,200,50,2,Ildiko,"New York, New York, United States",93,1,"Brooklyn, NY, United States",Brooklyn,South Slope,New York,United States,US,-73.98307,40.6651,6,10,12,204,10,10,10,10,10,10,98
Relaxing and Roomy in Crown Heights,Private room,Private room,Real Bed,2,45,46,2,1,1,1,50,0,50,1,Rachael,"Brooklyn, NY",100,2,"Brooklyn, NY, United States",Brooklyn,Crown Heights,New York,United States,US,-73.95667,40.67414,5,35,64,64,10,10,10,10,10,9,96
Pousada das Colonias,Private room,Private room,Real Bed,1,1125,9,2,1,1,1,138,0,0,2,Lidia Maria,"Rio de Janeiro, State of Rio de Janeiro, Brazil",90,4,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.3089745798612,-23.004633399469007,28,58,88,347,10,10,10,10,10,10,98
"Charming Apartment,perfect Location",Entire home/apt,Entire home/apt,Real Bed,2,89,110,4,1,2,1,351,800,140,2,Fabio,"Rio de Janeiro, State of Rio de Janeiro, Brazil",98,65,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.175966118975914,-22.964922391816017,12,26,49,317,10,9,10,10,10,9,95
Homely Room in 5-Star New Condo@MTR,Private room,Private room,Real Bed,28,1125,179,2,1,1,1,479,0,0,1,Crystal,Hong Kong,100,5,"Mongkok, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17094,22.32074,0,3,3,3,9,9,10,10,10,9,94
Aluguel Temporada Casa São Conrado,Entire home/apt,Entire home/apt,Real Bed,5,1125,0,11,4,8,7,2499,0,0,1,Maria Pia,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, State of Rio de Janeiro, Brazil",São Conrado,São Conrado,Rio De Janeiro,Brazil,BR,-43.27502007153333,-22.99391888061395,30,60,90,365,0,0,0,0,0,0,0
"Studio convenient to CBD, beaches, street parking.",Entire home/apt,Entire home/apt,Real Bed,2,3,104,5,1,4,1,45,136,50,2,Leslie,"Sydney, New South Wales, Australia",0,1,"Balgowlah, NSW, Australia",Balgowlah,Manly,Sydney,Australia,AU,151.26108,-33.7975,0,0,0,0,10,9,10,10,10,10,96
Banyan Bungalow,Entire home/apt,Entire home/apt,Real Bed,2,300,99,2,0,1,1,100,250,80,1,Bobby,"Waialua, Hawaii, United States",100,1,"Waialua, HI, United States",Oʻahu,North Shore Oahu,Oahu,United States,US,-158.1602,21.57561,12,27,53,321,10,9,10,10,10,9,96
Grand apartment Sagrada Familia,Entire home/apt,Entire home/apt,Real Bed,2,1125,77,8,4,6,2,169,200,60,10,Alexandra Y Juan,"Barcelona, Catalonia, Spain",100,12,"Barcelona, Catalunya, Spain",el Fort Pienc,el Fort Pienc,Barcelona,Spain,ES,2.18146,41.39716,19,32,48,211,10,9,9,9,9,9,90
GREAT Apartment at Barra da Tijuca,Entire home/apt,Entire home/apt,Real Bed,4,100,13,6,3,7,4,933,0,298,4,Luiz Henrique,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.32984175609327,-23.011124595436097,0,0,0,0,10,10,10,10,10,10,100
Beautiful 1 Bedroom Apartment,Entire home/apt,Entire home/apt,Real Bed,2,1125,10,2,1,1,1,997,1000,500,1,Mai-Britt,Hong Kong,100,1,"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.15241,22.28351,0,0,0,0,9,10,9,10,10,9,95
Colonial Mansion in Santa Teresa,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,8,6,6,5,1999,0,0,1,John,"Rio de Janeiro, Rio de Janeiro, Brazil",100,3,"Rio de Janeiro, Rio de Janeiro, Brazil",Santa Teresa,Santa Teresa,Rio De Janeiro,Brazil,BR,-43.178234025801544,-22.917475613135107,23,53,83,358,0,0,0,0,0,0,0
The Garden Studio,Entire home/apt,Entire home/apt,Real Bed,2,40,146,2,1,1,1,129,0,60,1,Cath,"Sydney, New South Wales, Australia",100,1,"Marrickville, NSW, Australia",Marrickville,Marrickville,Sydney,Australia,AU,151.15036,-33.90318,30,60,90,365,10,10,10,10,9,10,97
Tropical Jungle Oasis,Entire home/apt,Entire home/apt,Real Bed,2,1125,65,4,2,3,1,125,250,99,1,Douglas,"Hilo, Hawaii, United States",100,1,"Hilo, HI, United States",Island of Hawaiʻi,South Hilo,The Big Island,United States,US,-155.09259,19.73108,12,39,65,65,10,10,10,10,10,10,96
Whole Apt. in East Williamsburg,Entire home/apt,Entire home/apt,Real Bed,4,90,126,4,1,1,1,125,200,80,2,Guillermo,"New York, New York, United States",100,3,"Brooklyn, NY, United States",Williamsburg,Williamsburg,New York,United States,US,-73.93981,40.70687,1,6,8,168,10,10,10,10,9,9,96
Spacious and well located apartment,Entire home/apt,Entire home/apt,Real Bed,3,1125,20,6,2,3,1,60,200,25,3,Andre,"São Paulo, Brazil",80,5,"Porto, Porto, Portugal",,"Cedofeita, Ildefonso, Sé, Miragaia, Nicolau, Vitória",Porto,Portugal,PT,-8.6114,41.16093,0,16,46,314,9,9,10,9,9,9,89
Beautiful flat with services,Entire home/apt,Entire home/apt,Real Bed,3,1125,32,4,2,2,2,351,500,120,4,Liliane,"Rio de Janeiro, State of Rio de Janeiro, Brazil",100,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,-43.20577175003696,-22.982557305257775,3,18,41,316,10,9,9,10,10,9,95
Park Guell apartment with terrace,Entire home/apt,Entire home/apt,Real Bed,2,1125,51,6,2,3,1,85,100,40,6,Alexandra Y Juan,"Barcelona, Catalonia, Spain",100,12,"Barcelona, Catalunya, Spain",Can Baro,Can Baró,Barcelona,Spain,ES,2.15836,41.41582,13,16,27,174,8,7,8,8,8,8,71
Nice Cosy Room In Taksim,Private room,Private room,Real Bed,3,1125,31,2,1,1,1,105,0,60,1,Nihat,Istanbul,100,2,"Taksim, Cihangir, Istanbul , Beyoğlu, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.98648,41.03376,23,44,74,336,10,10,10,10,10,9,96
CASA PARA AS OLIMPIADAS 2016,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,10,4,6,6,3726,3730,0,1,Priscila,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.43656065280531,-23.01216083013239,0,0,0,0,0,0,0,0,0,0,0
Designer's Historical Apartment,Entire home/apt,Entire home/apt,Real Bed,2,1125,17,2,1,1,1,385,0,298,2,Pia,"Santa Barbara, California, United States",100,2,"Istanbul, Istanbul Province, Turkey",Beyoglu,Beyoglu,Istanbul,Turkey,TR,28.97994,41.03406,30,60,90,365,9,9,10,10,10,9,97
Room in the very ♥ of BCN - Unbeatable location,Private room,Private room,Real Bed,2,1125,122,2,1,2,1,40,90,10,1,Flo,"Barcelona, Catalonia, Spain",100,5,"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,2.17778,41.38049,8,14,27,253,8,8,9,9,10,8,78
"Nişantaşı, safe, quality area.Very close to metro.",Entire home/apt,Entire home/apt,Real Bed,5,1125,6,4,1,2,1,417,0,237,1,Enis,"Istanbul, Istanbul, Turkey",100,7,"Şişli, İstanbul, Turkey",Şişli,Sisli,Istanbul,Turkey,TR,28.99363,41.05261,10,10,22,297,9,9,9,9,10,8,83
Bright Inner West Terrace Value+,Private room,Private room,Real Bed,1,1125,84,2,1,1,1,65,120,25,1,Natasa,"Sydney, New South Wales, Australia",67,3,"Petersham, NSW, Australia",Petersham,Marrickville,Sydney,Australia,AU,151.15851,-33.89931,0,0,0,232,10,10,10,10,10,10,96
Trendy apartment in BCN centre,Entire home/apt,Entire home/apt,Real Bed,2,1125,104,4,2,2,1,89,0,30,2,Gabriela & Miguel,"Barcelona, Cataluña, Spain",76,3,"Barcelona, Catalonia, Spain",Eixample,la Nova Esquerra de l'Eixample,Barcelona,Spain,ES,2.14596,41.38475,8,10,15,280,10,9,10,10,9,9,93
Renovated Classic Design Studio with Sun Room,Entire home/apt,Entire home/apt,Real Bed,3,40,32,3,1,1,1,58,300,40,2,Maribel Monzo,"Porto, Porto District, Portugal",100,4,"Porto, Porto, Portugal",,Bonfim,Porto,Portugal,PT,-8.60106,41.14684,29,59,84,359,10,10,10,10,10,9,94
HUGE Bedroom in Lower East Side,Private room,Private room,Real Bed,7,1125,0,1,1,1,1,90,0,50,1,Ryan,"New York, New York, United States",0,1,"New York, NY, United States",Lower East Side,Lower East Side,New York,United States,US,-73.98319,40.71823,0,0,0,0,0,0,0,0,0,0,0
Apart-hotel w/ Wonderful Ocean View - 2 bedrooms!!,Entire home/apt,Entire home/apt,Real Bed,3,1120,34,5,2,3,2,451,500,200,4,Aline,"Rio, Rio de Janeiro, Brazil",100,5,"Rio de Janeiro, Rio de Janeiro, Brazil",Barra da Tijuca,Barra da Tijuca,Rio De Janeiro,Brazil,BR,-43.343027190397,-23.00878356989572,11,41,63,329,10,9,10,10,10,9,95
Triple room Barcelona Guell park,Private room,Private room,Real Bed,2,1125,191,3,1,3,1,40,100,15,4,Núria,"Barcelona, Catalonia, Spain",100,2,"Barcelona, Catalonia, Spain",Gràcia,la Vila de Gràcia,Barcelona,Spain,ES,2.15533,41.40686,19,27,38,289,9,9,9,9,9,8,82
BALAT,Private room,Private room,Real Bed,1,1125,0,3,1,0,0,685,0,0,1,Hanife,"Istanbul, Turkey",0,1,"Istanbul, Istanbul, Turkey",Fatih,Fatih,Istanbul,Turkey,TR,28.94457,41.03301,30,60,90,365,0,0,0,0,0,0,0
City View Apartment,Entire home/apt,Entire home/apt,Real Bed,1,1125,1,3,1,2,1,211,596,0,1,Orhan,"Istanbul, İstanbul, Turkey",100,6,"Beyoğlu, İstanbul, Turkey",Taksim,Beyoglu,Istanbul,Turkey,TR,28.98789,41.03445,8,38,68,343,10,10,10,10,10,10,80
DOUBLE ROOM for 1 or 2 ppl,Private room,Private room,Real Bed,1,1125,0,2,1,1,1,15,0,0,1,Aleksandra,"Warsaw, Masovian Voivodeship, Poland",0,1,"Barcelona, Catalunya, Spain",Eixample,la Sagrada Família,Barcelona,Spain,ES,2.17519,41.41035,0,0,0,0,0,0,0,0,0,0,0
Quarto de Casal em Ipanema,Private room,Private room,Real Bed,2,1125,2,2,1,1,2,149,330,80,1,Gabriela,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,2,"Rio de Janeiro, Rio de Janeiro, Brazil",Ipanema,Ipanema,Rio De Janeiro,Brazil,BR,-43.19841687233581,-22.98376501071312,0,0,0,0,10,9,9,10,10,9,100
Cozy Hell's Kitchen Apt,Entire home/apt,Entire home/apt,Real Bed,1,1125,60,2,1,1,1,125,1000,50,1,Karen,"New York, New York, United States",100,1,"New York, NY, United States",Midtown,Hell's Kitchen,New York,United States,US,-73.99482,40.76438,1,1,1,66,10,10,10,10,10,10,95
Quarto espaçoso e arejado no Rio.,Private room,Private room,Real Bed,3,7,1,2,1,1,1,187,0,0,1,Mariana,CA,50,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Copacabana,Copacabana,Rio De Janeiro,Brazil,BR,-43.189916447135005,-22.976504206582874,30,60,90,180,0,0,0,0,0,0,0
Spacious 3bdrm. Artsy and Perfect Location!,Entire home/apt,Entire home/apt,Real Bed,2,1125,125,5,3,3,1,1146,1500,285,4,Melanie,"Seattle, Washington, United States",100,5,"Hong Kong, Hong Kong Island, Hong Kong",Sheung Wan,Central & Western,Hong Kong,Hong Kong,HK,114.15202,22.28582,7,24,47,306,9,9,9,10,10,9,87
傳統香港房间 - 干净整洁交通便利的二人房间,Private room,Private room,Real Bed,1,1125,0,2,1,1,1,2748,0,0,1,Chuiying,HK,100,6,"Hong Kong, Kowloon, Hong Kong",Yau Tsim Mong,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.16558,22.308,30,60,85,360,0,0,0,0,0,0,0
Spacious 2 Bedroom: Soho/Escalator,Entire home/apt,Entire home/apt,Real Bed,2,1125,86,5,2,3,1,1703,0,400,4,Tara,Hong Kong,100,1,"Hong Kong, Hong Kong Island, Hong Kong",Mid-Levels,Central & Western,Hong Kong,Hong Kong,HK,114.15315,22.28028,4,10,30,108,10,10,10,10,10,10,99
well lit East Williamsburg apt.,Private room,Private room,Real Bed,1,1125,0,2,1,1,1,60,0,0,1,Liat,"New York, New York, United States",0,1,"Brooklyn, NY, United States",Brooklyn,Williamsburg,New York,United States,US,-73.94384,40.70528,0,0,0,0,0,0,0,0,0,0,0
Designer Apartment in Sheung Wan,Entire home/apt,Entire home/apt,Real Bed,1,1125,18,2,1,1,1,1484,5000,300,1,Maria,Hong Kong,100,1,"Sheung Wan, Hong Kong Island, Hong Kong",Central & Western District,Central & Western,Hong Kong,Hong Kong,HK,114.14881,22.28354,0,0,0,0,10,10,10,10,10,10,98
Artist Garden Duplex Ft. Greene - 2.5 Bedroom,Entire home/apt,Entire home/apt,Real Bed,2,30,89,8,3,3,2,250,500,200,4,Miriam,"New York, New York, United States",100,2,"Brooklyn, NY, United States",Fort Greene,Fort Greene,New York,United States,US,-73.97527,40.6884,13,16,30,198,10,10,10,10,10,10,98
Hospede-se com acesso fácil.,Entire home/apt,Entire home/apt,Real Bed,5,1125,0,4,2,3,1,134,0,93,1,Rose,BR,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",Bonsucesso,Bonsucesso,Rio De Janeiro,Brazil,BR,-43.24972983198035,-22.862647394041378,0,0,0,0,0,0,0,0,0,0,0
Apartamento para as olimpíadas,Entire home/apt,Entire home/apt,Real Bed,7,1125,0,4,2,3,2,746,0,75,1,Rosane,"Rio de Janeiro, State of Rio de Janeiro, Brazil",0,1,"Rio de Janeiro, RJ, Brazil",Laranjeiras,Laranjeiras,Rio De Janeiro,Brazil,BR,-43.1838890521465,-22.938257466286093,23,53,83,358,0,0,0,0,0,0,0
Comfort Room in Istanbul,Private room,Private room,Real Bed,1,1125,0,1,1,1,1,53,0,26,1,Erhan,"Istanbul, Turkey",0,1,"Üsküdar, İstanbul, Turkey",Üsküdar,Uskudar,Istanbul,Turkey,TR,29.08565,41.01499,30,60,90,365,0,0,0,0,0,0,0
AP. EM CONDOMINIO FECHADO,Entire home/apt,Entire home/apt,Real Bed,1,1125,0,4,2,2,1,172,0,0,1,Adriano,BR,0,1,"Rio de Janeiro, Rio de Janeiro, Brazil",São Cristóvão,São Cristóvão,Rio De Janeiro,Brazil,BR,-43.21872245840377,-22.89142169593252,0,0,0,0,0,0,0,0,0,0,0
Aquilla House - Ocean Views Newport,Entire home/apt,Entire home/apt,Real Bed,7,60,3,8,4,5,3,500,1000,150,1,Susannah,"New South Wales, Australia",100,2,"Newport, NSW, Australia",,Pittwater,Sydney,Australia,AU,151.31572,-33.65212,28,58,88,363,9,7,10,10,9,8,93
Private Cozy Bedroom in Brooklyn,Private room,Private room,Real Bed,2,30,241,2,1,1,1,47,100,20,1,Karen,"New York, New York, United States",100,2,"Brooklyn, NY, United States",Flatbush,East Flatbush,New York,United States,US,-73.94883,40.6536,15,42,42,100,10,9,10,10,9,10,93
Room w private toilet 3 min to MTR!,Private room,Private room,Real Bed,2,30,72,2,1,1,1,447,776,300,2,Joanna,Hong Kong,100,3,"Quarry Bay, Hong Kong Island, Hong Kong",Quarry Bay,Eastern,Hong Kong,Hong Kong,HK,114.20854,22.29099,19,22,50,140,10,10,10,10,10,10,97
Big Private BR Steps to Barnard Columbia & Subways,Private room,Private room,Real Bed,1,1125,29,2,1,1,1,128,1500,75,1,Paul,"New York, New York, United States",100,2,"New York, NY, United States",Morningside Heights,Morningside Heights,New York,United States,US,-73.9648,40.80732,30,60,87,267,10,9,10,10,10,9,99
causeway bay MTR+Tidy Quad room&YT,Private room,Private room,Real Bed,1,2147483647,15,4,1,3,1,597,0,0,1,Danny,Hong Kong,97,29,"铜锣湾, 香港岛, Hong Kong",Eastern District,Wan Chai,Hong Kong,Hong Kong,HK,114.18651,22.28186,0,0,0,32,7,8,8,9,9,8,76
Private Entrance - Backyard Summer Dining - Enjoy,Entire home/apt,Entire home/apt,Real Bed,7,29,184,2,1,2,1,110,400,40,2,Michelle,"New York, New York, United States",100,3,"Brooklyn, NY, United States",Brooklyn,Bedford-Stuyvesant,New York,United States,US,-73.95321,40.69034,1,9,25,300,10,10,10,10,10,10,96
aOceanside Hawaii Apartment Studio Kitchen Parking,Entire home/apt,Entire home/apt,Real Bed,1,1125,137,2,1,1,1,99,0,50,2,Jay,"Honolulu, Hawaii, United States",85,5,"Honolulu, HI, United States",Oʻahu,Primary Urban Center,Oahu,United States,US,-157.83937,21.2837,28,58,88,88,9,9,10,10,9,9,93
"Waterfront, Enchanted Lake Home 2/1",Entire home/apt,Entire home/apt,Real Bed,4,1125,44,8,2,4,2,189,250,150,2,Tom,"Hawaii, United States",100,7,"Kailua, HI, United States",Kailua,Koolaupoko,Oahu,United States,US,-157.74147,21.37812,13,18,37,312,9,9,9,9,10,9,87
Bright PrivateRm 1 min to JordanMTR,Private room,Private room,Real Bed,2,1125,203,1,1,1,1,447,0,50,1,Sam,Hong Kong,100,22,"九龍, 九龍, Hong Kong",Jordan,Yau Tsim Mong,Hong Kong,Hong Kong,HK,114.17127,22.30549,9,32,62,62,10,10,10,10,10,9,96
Makai Hideaway,Entire home/apt,Entire home/apt,Real Bed,4,180,119,14,4,8,3,169,200,200,4,Cheryl,"Escondido, California, United States",100,2,"Captain Cook, HI, United States",Island of Hawaiʻi,South Kona,The Big Island,United States,US,-155.89926,19.20636,5,21,40,215,10,10,10,10,9,10,97
Holoholo Inn: Rain Forest (Priv-2),Private room,Private room,Real Bed,1,1125,44,2,1,1,1,105,0,0,1,Satoshi,"Volcano, Hawaii, United States",100,6,"Volcano, HI, United States",Island of Hawaiʻi,Puna,The Big Island,United States,US,-155.2403,19.43344,30,60,85,360,10,10,10,10,10,10,98
2 Bdrm/2 Bath  Family Suite Ocean View,Entire home/apt,Entire home/apt,Real Bed,2,1125,103,8,2,4,2,325,300,350,6,Roger,"Honolulu, Hawaii, United States",100,9,"Honolulu, HI, United States",Waikiki,Primary Urban Center,Oahu,United States,US,-157.82696,21.27971,10,29,52,295,9,7,9,9,10,8,82
Alcam Colón 42 Apartment,Entire home/apt,Entire home/apt,Real Bed,32,1125,1,4,2,3,2,91,500,0,1,Oscar And Diego,"Barcelona, Cataluña, Spain",100,109,"Barcelona, Catalunya, Spain",El Gòtic,el Barri Gòtic,Barcelona,Spain,ES,2.17774,41.37783,14,44,74,283,6,8,8,6,10,8,80
The Executive  Posh Room,Private room,Private room,Real Bed,1,60,21,2,1,1,1,90,150,25,1,Karlene,"New York, New York, United States",90,8,"Jamaica , NY, United States",Jamaica,Jamaica,New York,United States,US,-73.77835,40.68135,30,60,90,365,9,10,10,10,10,9,91
Sunny 1 or 2 BR apt in Boerum Hill,Entire home/apt,Entire home/apt,Real Bed,4,28,215,3,1,1,1,189,450,80,2,Judy,"New York, New York, United States",100,1,"Brooklyn, NY, United States",Brooklyn,Boerum Hill,New York,United States,US,-73.98517,40.68779,11,17,30,276,10,10,10,10,10,9,98
